training_episode,benchmark_episode_id,method,actor_critic_loss,policy_loss,value_loss,entropy,candidate_reward_mean,selected_reward_mean,task_completion_proxy,remaining_task_ratio,device
14500,S93,paper1_deep_hgrl_ugv_assisted,0.004741051234304905,0.00025167770218104124,0.010106109320986434,0.005837565175016206,1.175670050084591,1.394380658864975,1.0,0.0,cuda
14600,S98,paper1_deep_hgrl_ugv_assisted,0.005787691101431847,0.0,0.012861536094606052,9.455366630549393e-10,1.2117909789085388,1.440457746386528,1.0,0.0,cuda
14700,S12,paper1_deep_hgrl_ugv_assisted,0.01673377864062786,0.013311305662625728,0.009423739626072347,0.08182089504100228,1.2633539885282516,1.3509744703769684,1.0,0.0,cuda
14800,S89,paper1_deep_hgrl_ugv_assisted,0.0024377761874347925,2.9503565741606508e-06,0.0054135948921612,0.0001291883328074922,1.195060059428215,1.3537067621946335,1.0,0.0,cuda
14900,S27,paper1_deep_hgrl_ugv_assisted,0.012069148011505604,0.0,0.026820328207577404,5.235902163876171e-10,1.1922951340675354,1.4400544315576553,1.0,0.0,cuda
15000,S36,paper1_deep_hgrl_ugv_assisted,0.004713995382189751,0.0013324325700523332,0.008032937745156232,0.023325879005562277,1.277477890253067,1.459118440747261,1.0,0.0,cuda
15100,S4,paper1_deep_hgrl_ugv_assisted,0.09294169396162033,0.08759151003323473,0.015173135456279851,0.1477722114732387,1.2874466478824615,1.433174416422844,1.0,0.0,cuda
15200,S100,paper1_deep_hgrl_ugv_assisted,0.003759678453207016,0.002066447865212595,0.004423328491157008,0.029726694374567764,1.0081998109817505,1.2128115594387054,1.0,0.0,cuda
15300,S65,paper1_deep_hgrl_ugv_assisted,0.0026534057687968016,0.0,0.005896457703784108,3.9946982031327134e-09,0.9664373993873596,1.233848586678505,1.0,0.0,cuda
15400,S82,paper1_deep_hgrl_ugv_assisted,0.0024659973569214344,2.607594524306478e-06,0.005476608270328143,0.00010838586002500796,1.1923714652657509,1.4555232152342796,1.0,0.0,cuda
15500,S36,paper1_deep_hgrl_ugv_assisted,0.005165095441043377,0.0004344034823589027,0.010740451325546019,0.010251102976589039,1.277477890253067,1.459118440747261,1.0,0.0,cuda
15600,S11,paper1_deep_hgrl_ugv_assisted,0.005088868085294962,0.00034517950544454834,0.010716527814849997,0.007874917312590395,1.2661944776773453,1.3627476543188095,1.0,0.0,cuda
15700,S15,paper1_deep_hgrl_ugv_assisted,0.003591777291148901,0.00040667112362768876,0.00728854021542702,0.00947369337816184,1.2897784113883972,1.3989267349243164,1.0,0.0,cuda
15800,S84,paper1_deep_hgrl_ugv_assisted,0.004693035967648029,0.001182528561912255,0.008242033386132164,0.01984079093584906,1.2503406256437302,1.3963436633348465,1.0,0.0,cuda
15900,S56,paper1_deep_hgrl_ugv_assisted,0.006119098514318466,0.0,0.013597996690805303,1.0122095928359457e-10,1.0721832886338234,1.2966968715190887,1.0,0.0,cuda
16000,S29,paper1_deep_hgrl_ugv_assisted,0.0019681411795318127,2.153593050024938e-05,0.00434162810415728,0.0007127480169934267,1.1803419440984726,1.4099253416061401,1.0,0.0,cuda
16100,S98,paper1_deep_hgrl_ugv_assisted,0.004263551440089941,0.0,0.009474559398768179,5.5071033165839546e-11,1.2117909789085388,1.440457746386528,1.0,0.0,cuda
16200,S35,paper1_deep_hgrl_ugv_assisted,0.0029793702997267246,1.1837370720968465e-05,0.006604352096474031,0.0004425423507678772,1.1098542511463165,1.2982890158891678,1.0,0.0,cuda
16300,S62,paper1_deep_hgrl_ugv_assisted,0.015833241865038872,0.014000275026710085,0.00596505655579449,0.08513093972237605,1.1867095530033112,1.364444077014923,1.0,0.0,cuda
16400,S99,paper1_deep_hgrl_ugv_assisted,0.010704033076763153,0.0,0.023786742553966178,2.0405002059204834e-10,1.0898604542016983,1.3813195303082466,1.0,0.0,cuda
16500,S92,paper1_deep_hgrl_ugv_assisted,0.007649735547602177,0.00040423860946225965,0.01629399376543006,0.008680048930727935,1.333484634757042,1.5480686873197556,1.0,0.0,cuda
16600,S44,paper1_deep_hgrl_ugv_assisted,0.010602166876196861,0.009015950642833559,0.005487943973093934,0.08833581380706625,1.1144103333353996,1.2354449182748795,1.0,0.0,cuda
16700,S91,paper1_deep_hgrl_ugv_assisted,0.0037624381948262453,0.003071337852816214,0.0024104555413941853,0.03936046310213597,1.265677034854889,1.4819144159555435,1.0,0.0,cuda
16800,S21,paper1_deep_hgrl_ugv_assisted,0.009477296844124794,0.006331862998137927,0.008490070485095202,0.06750977578136882,1.212193176150322,1.3532671183347702,1.0,0.0,cuda
16900,S56,paper1_deep_hgrl_ugv_assisted,0.0054361699149012566,0.0,0.012080376938683912,1.3386644270510315e-10,1.0721832886338234,1.2966968715190887,1.0,0.0,cuda
17000,S86,paper1_deep_hgrl_ugv_assisted,0.006080716848373413,0.002588401606487878,0.008596500488948777,0.03761098210936548,1.2652576193213463,1.5636393204331398,1.0,0.0,cuda
17100,S27,paper1_deep_hgrl_ugv_assisted,0.008885065093636513,0.0,0.019744587986338047,6.639194016145741e-11,1.1922951340675354,1.4400544315576553,1.0,0.0,cuda
17200,S74,paper1_deep_hgrl_ugv_assisted,0.0053584761917591095,5.2154041085827885e-08,0.011907671439985279,2.774337820027618e-06,1.295516014099121,1.5516330897808075,1.0,0.0,cuda
17300,S27,paper1_deep_hgrl_ugv_assisted,0.009417939931154251,0.0,0.020928757534420583,3.5750864792151886e-11,1.1922951340675354,1.4400544315576553,1.0,0.0,cuda
17400,S2,paper1_deep_hgrl_ugv_assisted,0.002505567390471697,0.00043997965981290577,0.00480148548285797,0.0095080847453346,1.396485149860382,1.4933184087276459,1.0,0.0,cuda
17500,S29,paper1_deep_hgrl_ugv_assisted,0.004118107259273529,7.567328429836095e-05,0.0090303937686258,0.002124286886498794,1.1803419440984726,1.4099253416061401,1.0,0.0,cuda
17600,S78,paper1_deep_hgrl_ugv_assisted,0.0031591313891112804,0.00041912178858183324,0.00628547647889377,0.008845479227907342,1.182870328426361,1.4243009388446808,1.0,0.0,cuda
17700,S36,paper1_deep_hgrl_ugv_assisted,0.005015240050852299,0.000868109636940062,0.009622054266401392,0.0182793913411617,1.277477890253067,1.459118440747261,1.0,0.0,cuda
17800,S6,paper1_deep_hgrl_ugv_assisted,0.003950199112296104,0.0004904041093141132,0.007942388716630333,0.011428000373541391,1.240106776356697,1.397838369011879,1.0,0.0,cuda
17900,S17,paper1_deep_hgrl_ugv_assisted,0.002409890294075012,9.685739854603526e-08,0.00535520450284821,4.862010428042559e-06,1.274993970990181,1.4768053591251373,1.0,0.0,cuda
18000,S82,paper1_deep_hgrl_ugv_assisted,0.0027707559056580067,4.051605719723739e-05,0.006094727489880825,0.0012387486640484593,1.1923714652657509,1.4555232152342796,1.0,0.0,cuda
18100,S56,paper1_deep_hgrl_ugv_assisted,0.007707989774644375,0.0,0.017128865532868076,1.2833629203751741e-11,1.0721832886338234,1.2966968715190887,1.0,0.0,cuda
18200,S84,paper1_deep_hgrl_ugv_assisted,0.0038612731732428074,0.00013624600243189455,0.008355665317139938,0.003502196308832437,1.2503406256437302,1.3963436633348465,1.0,0.0,cuda
18300,S78,paper1_deep_hgrl_ugv_assisted,0.002991132903844118,6.413207302102819e-05,0.0065453861716378015,0.0018422758442883617,1.182870328426361,1.4243009388446808,1.0,0.0,cuda
18400,S46,paper1_deep_hgrl_ugv_assisted,0.0048300535418093204,1.1101168411187246e-06,0.010732091570389457,4.977000241783105e-05,1.1910727620124817,1.419647216796875,1.0,0.0,cuda
18500,S15,paper1_deep_hgrl_ugv_assisted,0.0037508958484977484,0.00026202573636080473,0.007903157296823338,0.006755056348769754,1.2897784113883972,1.3989267349243164,1.0,0.0,cuda
18600,S76,paper1_deep_hgrl_ugv_assisted,0.007824393920600414,7.859373909013811e-06,0.017376543444697745,0.0002909901252321421,1.0397772789001465,1.2476029768586159,1.0,0.0,cuda
18700,S100,paper1_deep_hgrl_ugv_assisted,0.004420592449605465,0.0015778575325382516,0.0068623325410044345,0.024531480646743375,1.0081998109817505,1.2128115594387054,1.0,0.0,cuda
18800,S84,paper1_deep_hgrl_ugv_assisted,0.004162943921983242,0.0015169709222364602,0.006409798849460913,0.023843631572068973,1.2503406256437302,1.3963436633348465,1.0,0.0,cuda
18900,S52,paper1_deep_hgrl_ugv_assisted,0.005533874966204166,0.000435003235907061,0.011543219387021963,0.009557725486986968,1.4130900502204895,1.5847169160842896,1.0,0.0,cuda
19000,S35,paper1_deep_hgrl_ugv_assisted,0.0031058648601174355,5.420045226856018e-06,0.006894874240970239,0.0002248260698803164,1.1098542511463165,1.2982890158891678,1.0,0.0,cuda
19100,S60,paper1_deep_hgrl_ugv_assisted,0.003387853503227234,8.20488818362719e-05,0.007398424470011378,0.002348641266516978,1.18467378616333,1.384837195277214,1.0,0.0,cuda
19200,S96,paper1_deep_hgrl_ugv_assisted,0.00477664265781641,0.002947607433725352,0.004978080060936918,0.041110092839517186,1.1946104615926743,1.4369239956140518,1.0,0.0,cuda
19300,S1,paper1_deep_hgrl_ugv_assisted,0.002985396422445774,2.2351734685344127e-08,0.006634192908109071,1.2707707193906837e-06,1.3172126114368439,1.41734217107296,1.0,0.0,cuda
19400,S26,paper1_deep_hgrl_ugv_assisted,0.001509461784735322,0.0,0.0033543600391112705,1.7027534741274795e-08,1.2664661705493927,1.46210016310215,1.0,0.0,cuda
19500,S70,paper1_deep_hgrl_ugv_assisted,0.002038324251770973,1.4156070449189428e-07,0.004529450650609945,6.99966424965679e-06,1.2133326977491379,1.3624742925167084,1.0,0.0,cuda
19600,S65,paper1_deep_hgrl_ugv_assisted,0.0030024778097867966,0.0,0.00667217289827704,3.086221781606336e-10,0.9664373993873596,1.233848586678505,1.0,0.0,cuda
19700,S74,paper1_deep_hgrl_ugv_assisted,0.007894756272435188,0.0034845152404052726,0.01073675902443938,0.042130061458699956,1.295516014099121,1.5516330897808075,1.0,0.0,cuda
19800,S45,paper1_deep_hgrl_ugv_assisted,0.005380050279200077,1.3962993762106635e-05,0.011935448535950854,0.00048643944897816966,1.2264172732830048,1.4548592269420624,1.0,0.0,cuda
19900,S4,paper1_deep_hgrl_ugv_assisted,0.017007850110530853,0.013859739516192349,0.009932543236118363,0.13215348431408036,1.2874466478824615,1.433174416422844,1.0,0.0,cuda
20000,S88,paper1_deep_hgrl_ugv_assisted,0.006796630099415779,1.4901157641133977e-08,0.015103607148375886,7.931626641749058e-07,1.260943353176117,1.5013574957847595,1.0,0.0,cuda
20100,S88,paper1_deep_hgrl_ugv_assisted,0.008531580679118633,0.0,0.018959068893252606,6.758827624653029e-09,1.260943353176117,1.5013574957847595,1.0,0.0,cuda
20200,S40,paper1_deep_hgrl_ugv_assisted,0.0028733001090586185,3.352760380437303e-08,0.006385081902408274,2.0243966787392896e-06,1.4037995785474777,1.583555355668068,1.0,0.0,cuda
20300,S87,paper1_deep_hgrl_ugv_assisted,0.006123704835772514,0.0,0.013608233253762592,5.434906708236618e-12,1.1387315765023232,1.3620279431343079,1.0,0.0,cuda
20400,S92,paper1_deep_hgrl_ugv_assisted,0.0069633726961910725,0.00011566313889943558,0.015289293660316616,0.0032472424168742964,1.333484634757042,1.5480686873197556,1.0,0.0,cuda
20500,S17,paper1_deep_hgrl_ugv_assisted,0.0020866927225142717,7.450572070410999e-08,0.004637016143533401,3.902146090695244e-06,1.274993970990181,1.4768053591251373,1.0,0.0,cuda
20600,S58,paper1_deep_hgrl_ugv_assisted,0.0012373473728075624,0.00020641683659050614,0.00240105150928116,0.004954260604823369,1.329279512166977,1.5508493930101395,1.0,0.0,cuda
20700,S93,paper1_deep_hgrl_ugv_assisted,0.004215192515403032,7.746816845610738e-05,0.00924306499564409,0.0021654808088193973,1.175670050084591,1.394380658864975,1.0,0.0,cuda
20800,S56,paper1_deep_hgrl_ugv_assisted,0.0051161483861505985,0.0,0.011369219705557043,3.779522806339531e-12,1.0721832886338234,1.2966968715190887,1.0,0.0,cuda
20900,S54,paper1_deep_hgrl_ugv_assisted,0.004746174439787865,0.0,0.010547054152993951,1.966178233078263e-10,1.2873181104660034,1.50365249812603,1.0,0.0,cuda
21000,S94,paper1_deep_hgrl_ugv_assisted,0.006968921050429344,5.9224410504654657e-05,0.015393109579690645,0.001720225029690159,1.1771770417690277,1.3994089215993881,1.0,0.0,cuda
21100,S5,paper1_deep_hgrl_ugv_assisted,0.003159117652103305,0.0006856364780096769,0.005787164369422726,0.013074267885777487,1.2948639243841171,1.4138801097869873,1.0,0.0,cuda
21200,S24,paper1_deep_hgrl_ugv_assisted,0.00614522909745574,6.630947941843601e-07,0.013655288650625153,3.1362072264088074e-05,1.1856894046068192,1.3941348195075989,1.0,0.0,cuda
21300,S12,paper1_deep_hgrl_ugv_assisted,0.0031590249855071306,0.0001971625037811009,0.006696844066027552,0.005171726503641424,1.2633539885282516,1.3509744703769684,1.0,0.0,cuda
21400,S68,paper1_deep_hgrl_ugv_assisted,0.017309917137026787,0.007487564614805597,0.02326652612828184,0.0647584266690226,1.2327261120080948,1.4139586389064789,1.0,0.0,cuda
21500,S5,paper1_deep_hgrl_ugv_assisted,0.00677128043025732,0.00481174373999238,0.005492996653629234,0.05123116954978968,1.2948639243841171,1.4138801097869873,1.0,0.0,cuda
21600,S1,paper1_deep_hgrl_ugv_assisted,0.0030548186041414738,1.1175869119028903e-08,0.006788477800000692,7.665212381139526e-07,1.3172126114368439,1.41734217107296,1.0,0.0,cuda
21700,S67,paper1_deep_hgrl_ugv_assisted,0.002518549095839262,4.169542444287799e-05,0.005532340248464607,0.0012699406361207366,1.2217330932617188,1.4598634093999863,1.0,0.0,cuda
21800,S81,paper1_deep_hgrl_ugv_assisted,0.0007242092397063971,4.84283987134404e-07,0.0016087970053249023,2.336743992397016e-05,1.0046859383583069,1.1760452389717102,1.0,0.0,cuda
21900,S80,paper1_deep_hgrl_ugv_assisted,0.004788330756127834,6.706825115543325e-05,0.010537432390265167,0.0020581832504831254,1.0935153663158417,1.3009029924869537,1.0,0.0,cuda
22000,S32,paper1_deep_hgrl_ugv_assisted,0.005307032261043787,0.0,0.01179340752423741,1.1611868451499863e-07,1.25552536547184,1.5257071107625961,1.0,0.0,cuda
22100,S5,paper1_deep_hgrl_ugv_assisted,0.008876198902726173,0.006804122123867273,0.005977751754471683,0.061791188690728985,1.2948639243841171,1.4138801097869873,1.0,0.0,cuda
22200,S85,paper1_deep_hgrl_ugv_assisted,0.0024742241948843002,7.052419277364663e-05,0.005390019933436463,0.0021808930621318723,1.213756412267685,1.4343082457780838,1.0,0.0,cuda
22300,S25,paper1_deep_hgrl_ugv_assisted,0.0045790597796440125,0.0,0.010175688244999037,1.91664370512143e-18,1.2425906956195831,1.4500455558300018,1.0,0.0,cuda
22400,S100,paper1_deep_hgrl_ugv_assisted,0.005137779284268618,0.0009959638118743896,0.009591414815872668,0.017432114551343858,1.0081998109817505,1.2128115594387054,1.0,0.0,cuda
22500,S16,paper1_deep_hgrl_ugv_assisted,0.0009576340671628714,0.0,0.002128077003362705,5.958488641184521e-08,1.2745316475629807,1.4113594591617584,1.0,0.0,cuda
22600,S19,paper1_deep_hgrl_ugv_assisted,0.0010306768817827106,5.540957444338801e-05,0.002203466171067703,0.0016292383834312588,1.2794419527053833,1.4297174215316772,1.0,0.0,cuda
22700,S69,paper1_deep_hgrl_ugv_assisted,0.0030242532957345247,1.899892225765143e-07,0.0067203582643742266,9.800492310388717e-06,1.2042302787303925,1.3498581796884537,1.0,0.0,cuda
22800,S18,paper1_deep_hgrl_ugv_assisted,0.006289223209023476,0.00017208649499877993,0.013688499333511572,0.004268781531465943,1.2999145686626434,1.5015306621789932,1.0,0.0,cuda
22900,S97,paper1_deep_hgrl_ugv_assisted,0.002634322037920356,0.00021384340652708111,0.005492230120125896,0.005102493700227458,1.136467069387436,1.2854808121919632,1.0,0.0,cuda
23000,S18,paper1_deep_hgrl_ugv_assisted,0.0055119129829108715,5.5931163373657e-05,0.01216183471478871,0.0016843320732410631,1.2999145686626434,1.5015306621789932,1.0,0.0,cuda
23100,S39,paper1_deep_hgrl_ugv_assisted,0.0007982284878380597,0.0,0.0017738412100243295,9.308956437723698e-11,1.3151856660842896,1.5644425302743912,1.0,0.0,cuda
23200,S27,paper1_deep_hgrl_ugv_assisted,0.009639552794396877,0.0,0.021421229426778154,1.9478181667445416e-14,1.1922951340675354,1.4400544315576553,1.0,0.0,cuda
23300,S34,paper1_deep_hgrl_ugv_assisted,0.005684110336005688,0.0,0.01263135740737198,1.4168498294571343e-08,1.166130281984806,1.4325515627861023,1.0,0.0,cuda
23400,S15,paper1_deep_hgrl_ugv_assisted,0.00726164598017931,0.00442898543019421,0.0073813363633234985,0.04889411142815493,1.2897784113883972,1.3989267349243164,1.0,0.0,cuda
23500,S48,paper1_deep_hgrl_ugv_assisted,0.004551159683614969,0.0016678503016009927,0.006974803037110178,0.02553517930209701,1.1752907037734985,1.4593431949615479,1.0,0.0,cuda
23600,S98,paper1_deep_hgrl_ugv_assisted,0.0039759436622262,0.0,0.008835430073304451,5.625177154122592e-13,1.2117909789085388,1.440457746386528,1.0,0.0,cuda
23700,S18,paper1_deep_hgrl_ugv_assisted,0.006335644517093897,0.00010630230988084577,0.013906565884099109,0.002861198495336615,1.2999145686626434,1.5015306621789932,1.0,0.0,cuda
23800,S69,paper1_deep_hgrl_ugv_assisted,0.08635464310646057,0.08393717557191849,0.0060633740158664295,0.03110456941568567,1.2042302787303925,1.3498581796884537,1.0,0.0,cuda
23900,S85,paper1_deep_hgrl_ugv_assisted,0.002624474000185728,0.0003198185336259485,0.005282160320348339,0.007231642804421623,1.213756412267685,1.4343082457780838,1.0,0.0,cuda
24000,S95,paper1_deep_hgrl_ugv_assisted,0.0053291176445782185,0.00314601389185043,0.005729700911899727,0.03952614945820333,1.2698545157909393,1.4755434393882751,1.0,0.0,cuda
24100,S71,paper1_deep_hgrl_ugv_assisted,0.004999139346182346,2.0147324903518893e-05,0.011079362855525687,0.0006720978929479613,1.288882851600647,1.5120275169610977,1.0,0.0,cuda
24200,S66,paper1_deep_hgrl_ugv_assisted,0.003302062628790736,0.0,0.007337916904361919,1.5847361617449408e-11,1.153009094297886,1.4033393189311028,1.0,0.0,cuda
24300,S100,paper1_deep_hgrl_ugv_assisted,0.0028941379860043526,0.0005899069365113974,0.0053787054703207104,0.01161862415300874,1.0081998109817505,1.2128115594387054,1.0,0.0,cuda
24400,S6,paper1_deep_hgrl_ugv_assisted,0.00476445909589529,0.0015317338924845103,0.007717978063283226,0.024036528180771757,1.240106776356697,1.397838369011879,1.0,0.0,cuda
24500,S87,paper1_deep_hgrl_ugv_assisted,0.00488943699747324,0.0,0.010865415384614607,7.292471867968132e-15,1.1387315765023232,1.3620279431343079,1.0,0.0,cuda
24600,S83,paper1_deep_hgrl_ugv_assisted,0.008109102956950665,0.00012276451525394805,0.01782624504994601,0.0035472080026561943,1.1881427764892578,1.4804472476243973,1.0,0.0,cuda
24700,S54,paper1_deep_hgrl_ugv_assisted,0.0015043301973491907,0.0,0.0033429560839408623,2.930323780148444e-11,1.2873181104660034,1.50365249812603,1.0,0.0,cuda
24800,S39,paper1_deep_hgrl_ugv_assisted,0.002275996608659625,0.0,0.005057770766143221,5.515750074562564e-13,1.3151856660842896,1.5644425302743912,1.0,0.0,cuda
24900,S42,paper1_deep_hgrl_ugv_assisted,0.03272952511906624,0.029215267801191658,0.009696106193304743,0.08489885099819941,1.401721328496933,1.543182522058487,1.0,0.0,cuda
25000,S45,paper1_deep_hgrl_ugv_assisted,0.0034748094622045755,3.1328120257967385e-06,0.007717676235188264,0.00012773547498994716,1.2264172732830048,1.4548592269420624,1.0,0.0,cuda
25100,S7,paper1_deep_hgrl_ugv_assisted,0.0037808979395776987,5.215402154590265e-08,0.00840194560441887,2.953631480341701e-06,1.2683677226305008,1.3869999051094055,1.0,0.0,cuda
25200,S25,paper1_deep_hgrl_ugv_assisted,0.003977250773459673,0.0,0.0088383352076562,1.1977240398956833e-19,1.2425906956195831,1.4500455558300018,1.0,0.0,cuda
25300,S31,paper1_deep_hgrl_ugv_assisted,0.0034894831478595734,5.688161309080897e-06,0.0077468959916586755,0.0002308248237913289,1.056707613170147,1.1732424050569534,1.0,0.0,cuda
25400,S77,paper1_deep_hgrl_ugv_assisted,0.00915362499654293,0.0009634743907582788,0.018610448301842553,0.01845506269700703,1.120913714170456,1.3314435482025146,1.0,0.0,cuda
25500,S60,paper1_deep_hgrl_ugv_assisted,0.002982465550303459,0.00010309595205093558,0.006460251669523132,0.002774373292482241,1.18467378616333,1.384837195277214,1.0,0.0,cuda
25600,S47,paper1_deep_hgrl_ugv_assisted,0.004728285130113363,7.823099679171719e-08,0.010507227983907796,4.547517619357677e-06,1.2245245724916458,1.4729937613010406,1.0,0.0,cuda
25700,S5,paper1_deep_hgrl_ugv_assisted,0.007119505200535059,0.005524759646505117,0.004774577031639637,0.055381388628852335,1.2948639243841171,1.4138801097869873,1.0,0.0,cuda
25800,S71,paper1_deep_hgrl_ugv_assisted,0.0051713744178414345,4.2906084900096175e-05,0.011425989941756143,0.0013226698522866842,1.288882851600647,1.5120275169610977,1.0,0.0,cuda
25900,S35,paper1_deep_hgrl_ugv_assisted,0.001781481085345149,1.8216153314654093e-06,0.003956559590790221,7.923560464615722e-05,1.1098542511463165,1.2982890158891678,1.0,0.0,cuda
26000,S69,paper1_deep_hgrl_ugv_assisted,0.0032247290946543217,7.4505797087454084e-09,0.007166056805345988,4.121506676207232e-07,1.2042302787303925,1.3498581796884537,1.0,0.0,cuda
26100,S37,paper1_deep_hgrl_ugv_assisted,0.0011392277665436268,3.725290076417309e-09,0.002531618318528217,4.2074897018193646e-07,1.233321875333786,1.34791399538517,1.0,0.0,cuda
26200,S28,paper1_deep_hgrl_ugv_assisted,0.0011781980283558369,4.5453191944488935e-05,0.002549352707546859,0.0014463911138594045,1.4625257551670074,1.5687993466854095,1.0,0.0,cuda
26300,S59,paper1_deep_hgrl_ugv_assisted,0.0030471414793282747,0.0001265047964693622,0.006570268284121994,0.00359839169720382,1.0991492345929146,1.2641635239124298,1.0,0.0,cuda
26400,S20,paper1_deep_hgrl_ugv_assisted,0.00560080586001277,0.0001497934317740146,0.01220471237320453,0.00411080685445073,1.1204643100500107,1.3053524792194366,1.0,0.0,cuda
26500,S42,paper1_deep_hgrl_ugv_assisted,0.027885904535651207,0.023979458726438807,0.010602743415802252,0.08647887407110959,1.401721328496933,1.543182522058487,1.0,0.0,cuda
26600,S91,paper1_deep_hgrl_ugv_assisted,0.0040534003637731075,0.001582339287921286,0.006037808003384271,0.024595263887041828,1.265677034854889,1.4819144159555435,1.0,0.0,cuda
26700,S32,paper1_deep_hgrl_ugv_assisted,0.00305821280926466,0.0,0.0067960287487949245,1.1880794989309329e-08,1.25552536547184,1.5257071107625961,1.0,0.0,cuda
26800,S48,paper1_deep_hgrl_ugv_assisted,0.006529056467115879,0.0030765391420572996,0.00853656243725709,0.03889356926083569,1.1752907037734985,1.4593431949615479,1.0,0.0,cuda
26900,S69,paper1_deep_hgrl_ugv_assisted,0.0025498108007013798,4.8428734800154416e-08,0.0056661975922907,2.6498466929634597e-06,1.2042302787303925,1.3498581796884537,1.0,0.0,cuda
27000,S83,paper1_deep_hgrl_ugv_assisted,0.00762536283582449,0.0004764734657101144,0.01610486881421025,0.00983011650850685,1.1881427764892578,1.4804472476243973,1.0,0.0,cuda
27100,S47,paper1_deep_hgrl_ugv_assisted,0.005852452479302883,1.6614353626209777e-06,0.01300335954874754,7.205818110378459e-05,1.2245245724916458,1.4729937613010406,1.0,0.0,cuda
27200,S96,paper1_deep_hgrl_ugv_assisted,0.001780990045517683,0.00029527582921673456,0.0034526518575148657,0.0067979072764501325,1.1946104615926743,1.4369239956140518,1.0,0.0,cuda
27300,S87,paper1_deep_hgrl_ugv_assisted,0.003318449715152383,0.0,0.007374333136738187,7.850056681331521e-16,1.1387315765023232,1.3620279431343079,1.0,0.0,cuda
27400,S66,paper1_deep_hgrl_ugv_assisted,0.004002760164439678,0.0,0.00889502324648106,9.016515300503277e-14,1.153009094297886,1.4033393189311028,1.0,0.0,cuda
27500,S81,paper1_deep_hgrl_ugv_assisted,0.0010846995282918215,0.0,0.0024104436415655073,4.853829579278469e-09,1.0046859383583069,1.1760452389717102,1.0,0.0,cuda
27600,S32,paper1_deep_hgrl_ugv_assisted,0.004239779897034168,0.0,0.009421732685723327,8.226230376788893e-09,1.25552536547184,1.5257071107625961,1.0,0.0,cuda
27700,S97,paper1_deep_hgrl_ugv_assisted,0.004355199635028839,2.4193843273678795e-05,0.009641998942242935,0.0007893607305748743,1.136467069387436,1.2854808121919632,1.0,0.0,cuda
27800,S63,paper1_deep_hgrl_ugv_assisted,0.001131089637055993,4.593113999362686e-06,0.0025076362172171685,0.00019397781063767996,1.3387739807367325,1.5245229005813599,1.0,0.0,cuda
27900,S62,paper1_deep_hgrl_ugv_assisted,0.00807955116033554,0.0073648044840410876,0.0035129396067077323,0.08660764037631452,1.1867095530033112,1.364444077014923,1.0,0.0,cuda
28000,S80,paper1_deep_hgrl_ugv_assisted,0.005705853924155235,3.411249417606399e-05,0.012627595497178845,0.0010676777253593173,1.0935153663158417,1.3009029924869537,1.0,0.0,cuda
28100,S96,paper1_deep_hgrl_ugv_assisted,0.003330463310703635,0.0009100537163249101,0.005772686719865305,0.017729947256157175,1.1946104615926743,1.4369239956140518,1.0,0.0,cuda
28200,S56,paper1_deep_hgrl_ugv_assisted,0.0059107039123773575,0.0,0.013134898210410029,5.134637076094936e-14,1.0721832886338234,1.2966968715190887,1.0,0.0,cuda
28300,S75,paper1_deep_hgrl_ugv_assisted,0.0022271638736128807,3.698994305523229e-06,0.004944346052525361,0.00014909062648627025,1.1180044263601303,1.326276570558548,1.0,0.0,cuda
28400,S84,paper1_deep_hgrl_ugv_assisted,0.00247324351221323,0.00014476156906084725,0.005261791397970228,0.003932420309482154,1.2503406256437302,1.3963436633348465,1.0,0.0,cuda
28500,S96,paper1_deep_hgrl_ugv_assisted,0.002241500886157155,0.000638500769014172,0.0038457798727904446,0.012760074954712763,1.1946104615926743,1.4369239956140518,1.0,0.0,cuda
28600,S46,paper1_deep_hgrl_ugv_assisted,0.0028732363134622574,1.1175869119028903e-08,0.006384961488947738,7.473010442743327e-07,1.1910727620124817,1.419647216796875,1.0,0.0,cuda
28700,S90,paper1_deep_hgrl_ugv_assisted,0.00397349102422595,0.0005572524387389421,0.007838432808057405,0.011105593293905262,1.0734376460313797,1.2871738523244858,1.0,0.0,cuda
28800,S44,paper1_deep_hgrl_ugv_assisted,0.0009427114855498075,0.0001402948799693604,0.0018691365944505378,0.003869483848120676,1.1144103333353996,1.2354449182748795,1.0,0.0,cuda
28900,S65,paper1_deep_hgrl_ugv_assisted,0.0032279249280691147,0.0,0.007173166433403821,2.5667560621733705e-10,0.9664373993873596,1.233848586678505,1.0,0.0,cuda
29000,S76,paper1_deep_hgrl_ugv_assisted,0.003889226820319891,1.9743976054087398e-07,0.0086424971229917,9.420605239694569e-06,1.0397772789001465,1.2476029768586159,1.0,0.0,cuda
29100,S96,paper1_deep_hgrl_ugv_assisted,0.0025065550580620766,0.0003855775255061644,0.004897433127553086,0.008286730728286784,1.1946104615926743,1.4369239956140518,1.0,0.0,cuda
29200,S25,paper1_deep_hgrl_ugv_assisted,0.005973336286842823,0.0,0.01327408181532519,1.607585121421743e-20,1.2425906956195831,1.4500455558300018,1.0,0.0,cuda
29300,S21,paper1_deep_hgrl_ugv_assisted,0.005324703175574541,0.002294493344379589,0.007510409963288112,0.03494745287393375,1.212193176150322,1.3532671183347702,1.0,0.0,cuda
