training_episode,benchmark_episode_id,method,actor_critic_loss,policy_loss,value_loss,entropy,candidate_reward_mean,selected_reward_mean,task_completion_proxy,remaining_task_ratio,device
29400,S29,paper1_deep_hgrl_ugv_assisted,0.002322607208043337,3.47302011505235e-05,0.005108253872094792,0.0010837133532035637,1.1803419440984726,1.4099253416061401,1.0,0.0,cuda
29500,S53,paper1_deep_hgrl_ugv_assisted,0.021908195689320564,0.02050728723406614,0.005078728230671459,0.0884518684633162,1.2645622044801712,1.4952972382307053,1.0,0.0,cuda
29600,S63,paper1_deep_hgrl_ugv_assisted,0.00119145424105227,1.039346415154796e-06,0.0026464418460818706,4.83794796941623e-05,1.3387739807367325,1.5245229005813599,1.0,0.0,cuda
29700,S46,paper1_deep_hgrl_ugv_assisted,0.002393977250903845,1.0058267463364245e-07,0.005319848884028033,5.52088113181536e-06,1.1910727620124817,1.419647216796875,1.0,0.0,cuda
29800,S36,paper1_deep_hgrl_ugv_assisted,0.004618845880031586,0.0004242714567226358,0.009542184536257992,0.0099408221431077,1.277477890253067,1.459118440747261,1.0,0.0,cuda
29900,S2,paper1_deep_hgrl_ugv_assisted,0.0012927793432027102,3.0476893471131916e-05,0.0028267285824767896,0.0009725379702434367,1.396485149860382,1.4933184087276459,1.0,0.0,cuda
30000,S11,paper1_deep_hgrl_ugv_assisted,0.0021316634956747293,0.00013254990426503355,0.004521882112271669,0.0035733087633198005,1.2661944776773453,1.3627476543188095,1.0,0.0,cuda
30100,S55,paper1_deep_hgrl_ugv_assisted,0.0034826360642910004,0.00033046479796894346,0.007167024719819892,0.007298974751620335,1.222463697195053,1.4871380925178528,1.0,0.0,cuda
30200,S8,paper1_deep_hgrl_ugv_assisted,0.002619610633701086,0.0013936874147368883,0.0032355188908468335,0.02300604403956187,1.368886485695839,1.5015903413295746,1.0,0.0,cuda
30300,S50,paper1_deep_hgrl_ugv_assisted,0.0044415732845664024,0.0011928213061764836,0.0076632379059446976,0.01997051203482528,1.2363613545894623,1.4111482203006744,1.0,0.0,cuda
30400,S85,paper1_deep_hgrl_ugv_assisted,0.00225571496412158,5.587932072614876e-08,0.005012646919128727,3.187939009378915e-06,1.213756412267685,1.4343082457780838,1.0,0.0,cuda
30500,S6,paper1_deep_hgrl_ugv_assisted,0.00906091183423996,0.0023207124316382277,0.015694227526182658,0.03222021995794859,1.240106776356697,1.397838369011879,1.0,0.0,cuda
30600,S65,paper1_deep_hgrl_ugv_assisted,0.0046144695952534676,1.937144986641215e-07,0.010254153174173553,9.276212861393344e-06,0.9664373993873596,1.233848586678505,1.0,0.0,cuda
30700,S51,paper1_deep_hgrl_ugv_assisted,0.006603988353163004,9.685739854603526e-08,0.014675422295113094,4.834001175312809e-06,1.3093283921480179,1.6223378330469131,1.0,0.0,cuda
30800,S41,paper1_deep_hgrl_ugv_assisted,0.004875945392996073,0.0,0.010835434412001632,7.329800879623989e-14,1.1456653028726578,1.420890673995018,1.0,0.0,cuda
30900,S53,paper1_deep_hgrl_ugv_assisted,0.00210490170866251,0.00017951552581485508,0.004376854901721572,0.0044198361116237535,1.2645622044801712,1.4952972382307053,1.0,0.0,cuda
31000,S46,paper1_deep_hgrl_ugv_assisted,0.002447525504976511,0.0,0.005438945977402909,2.7923757575940272e-08,1.1910727620124817,1.419647216796875,1.0,0.0,cuda
31100,S81,paper1_deep_hgrl_ugv_assisted,0.0018753628246486187,0.0,0.004167473235611396,7.16468008473903e-11,1.0046859383583069,1.1760452389717102,1.0,0.0,cuda
31200,S7,paper1_deep_hgrl_ugv_assisted,0.001380356727167964,1.8626446163239052e-08,0.003067440953600453,1.0361729441753937e-06,1.2683677226305008,1.3869999051094055,1.0,0.0,cuda
31300,S92,paper1_deep_hgrl_ugv_assisted,0.005099652335047722,1.1900046041901646e-05,0.011315521798678674,0.00042324222635334763,1.333484634757042,1.5480686873197556,1.0,0.0,cuda
31400,S22,paper1_deep_hgrl_ugv_assisted,0.0010007631499320269,1.1881419594850229e-05,0.00220689206616953,0.00042197318268035085,1.2042591571807861,1.3084384053945541,1.0,0.0,cuda
31500,S87,paper1_deep_hgrl_ugv_assisted,0.005643105134367943,0.0,0.012540233963136416,1.348753007717438e-16,1.1387315765023232,1.3620279431343079,1.0,0.0,cuda
31600,S77,paper1_deep_hgrl_ugv_assisted,0.006179061718285084,0.00047810918472968034,0.012918013699163566,0.011215343403364386,1.120913714170456,1.3314435482025146,1.0,0.0,cuda
31700,S34,paper1_deep_hgrl_ugv_assisted,0.009014813229441643,0.0,0.02003291958317277,3.3767747211946536e-10,1.166130281984806,1.4325515627861023,1.0,0.0,cuda
31800,S81,paper1_deep_hgrl_ugv_assisted,0.0013987976126372814,0.0,0.0031084391113154197,1.2177569640282327e-11,1.0046859383583069,1.1760452389717102,1.0,0.0,cuda
31900,S12,paper1_deep_hgrl_ugv_assisted,0.005887962412089109,0.003503102576212669,0.006239153620299476,0.04227596358109853,1.2633539885282516,1.3509744703769684,1.0,0.0,cuda
32000,S67,paper1_deep_hgrl_ugv_assisted,0.0026660775765776634,2.6077021431092362e-08,0.005924591692746617,1.4777898513784749e-06,1.2217330932617188,1.4598634093999863,1.0,0.0,cuda
32100,S88,paper1_deep_hgrl_ugv_assisted,0.005532133858650923,8.94068392653935e-08,0.012293532379771932,4.493751021073007e-06,1.260943353176117,1.5013574957847595,1.0,0.0,cuda
32200,S74,paper1_deep_hgrl_ugv_assisted,0.0026638987474143505,1.1175869119028903e-08,0.005919765017580403,6.428015971320175e-07,1.295516014099121,1.5516330897808075,1.0,0.0,cuda
32300,S36,paper1_deep_hgrl_ugv_assisted,0.0051134019158780575,0.00017494961684860755,0.011074671796450275,0.00451498012989762,1.277477890253067,1.459118440747261,1.0,0.0,cuda
32400,S51,paper1_deep_hgrl_ugv_assisted,0.0037616321351379156,0.0,0.008359183188076713,7.265886712629552e-15,1.3093283921480179,1.6223378330469131,1.0,0.0,cuda
32500,S75,paper1_deep_hgrl_ugv_assisted,0.003054595785215497,3.576258504889296e-07,0.006787578690818918,1.721264465004424e-05,1.1180044263601303,1.326276570558548,1.0,0.0,cuda
32600,S23,paper1_deep_hgrl_ugv_assisted,0.0013187048025429249,1.405697094014613e-05,0.0029106650293897474,0.0005151358884252499,1.3599309027194977,1.46723572909832,1.0,0.0,cuda
32700,S82,paper1_deep_hgrl_ugv_assisted,0.0014528816100209951,2.644945027441281e-07,0.00322835584574932,1.4298032510851083e-05,1.1923714652657509,1.4555232152342796,1.0,0.0,cuda
32800,S6,paper1_deep_hgrl_ugv_assisted,0.003918591421097517,0.00013537319909495693,0.008485271826430107,0.0035154182013477334,1.240106776356697,1.397838369011879,1.0,0.0,cuda
32900,S51,paper1_deep_hgrl_ugv_assisted,0.0030400806572288275,0.0,0.0067557347681486135,3.0116231102755924e-12,1.3093283921480179,1.6223378330469131,1.0,0.0,cuda
33000,S5,paper1_deep_hgrl_ugv_assisted,0.005195331294089556,0.0033781102392822504,0.00495621381725897,0.04130749968746988,1.2948639243841171,1.4138801097869873,1.0,0.0,cuda
33100,S100,paper1_deep_hgrl_ugv_assisted,0.0024803283158689737,0.00019255810184404254,0.005187848374561099,0.004676139687813219,1.0081998109817505,1.2128115594387054,1.0,0.0,cuda
33200,S62,paper1_deep_hgrl_ugv_assisted,0.00501212477684021,0.0036379360681166872,0.004190388614006224,0.0511485964525491,1.1867095530033112,1.364444077014923,1.0,0.0,cuda
33300,S52,paper1_deep_hgrl_ugv_assisted,0.004735750146210194,0.00013475659898176673,0.01030389898824069,0.003576073822563905,1.4130900502204895,1.5847169160842896,1.0,0.0,cuda
33400,S30,paper1_deep_hgrl_ugv_assisted,0.0029017645865678787,9.201331749864039e-07,0.006447258465414052,4.217804235790473e-05,1.0694422498345375,1.2603446245193481,1.0,0.0,cuda
33500,S9,paper1_deep_hgrl_ugv_assisted,0.003932497464120388,0.0005741742206737399,0.007735643295745831,0.012271596118809753,1.2044913321733475,1.3492239117622375,1.0,0.0,cuda
33600,S26,paper1_deep_hgrl_ugv_assisted,0.001011476619169116,0.0,0.0022477256474076057,1.9030768625501072e-11,1.2664661705493927,1.46210016310215,1.0,0.0,cuda
33700,S64,paper1_deep_hgrl_ugv_assisted,0.003200650680810213,0.0,0.007112556710580975,3.1278531246530156e-11,1.2121527343988419,1.439414143562317,1.0,0.0,cuda
33800,S10,paper1_deep_hgrl_ugv_assisted,0.002074682153761387,1.6726112317400066e-06,0.004608305049941919,7.27498357746565e-05,1.3112767934799194,1.409946009516716,1.0,0.0,cuda
33900,S95,paper1_deep_hgrl_ugv_assisted,0.0032924790866672993,0.0011744966031983495,0.005221048223802427,0.023148903797442468,1.2698545157909393,1.4755434393882751,1.0,0.0,cuda
34000,S33,paper1_deep_hgrl_ugv_assisted,0.0005154706304892898,0.0,0.0011454903205958544,3.2075933033813456e-16,1.2681915909051895,1.4177878499031067,1.0,0.0,cuda
34100,S84,paper1_deep_hgrl_ugv_assisted,0.0011377243790775537,0.00020545093866508601,0.0021813857088375244,0.004935012164914293,1.2503406256437302,1.3963436633348465,1.0,0.0,cuda
34200,S14,paper1_deep_hgrl_ugv_assisted,0.001236303010955453,1.948267023266226e-06,0.002744864672422409,8.343261553424881e-05,1.3075557053089142,1.3865178376436234,1.0,0.0,cuda
34300,S80,paper1_deep_hgrl_ugv_assisted,0.04008078947663307,0.03531550930074445,0.01234228453176911,0.07887470599962398,1.0935153663158417,1.3009029924869537,1.0,0.0,cuda
34400,S21,paper1_deep_hgrl_ugv_assisted,0.004296203143894672,0.0017132195644080639,0.006429965612824162,0.031050095944673117,1.212193176150322,1.3532671183347702,1.0,0.0,cuda
34500,S45,paper1_deep_hgrl_ugv_assisted,0.0030148623045533895,5.080883056507446e-06,0.006692810822642059,0.00019832036923662688,1.2264172732830048,1.4548592269420624,1.0,0.0,cuda
34600,S71,paper1_deep_hgrl_ugv_assisted,0.005921484436839819,2.6870138754020445e-05,0.013118367893184768,0.0008651135917951107,1.288882851600647,1.5120275169610977,1.0,0.0,cuda
34700,S20,paper1_deep_hgrl_ugv_assisted,0.003529988694936037,5.017521539230074e-05,0.007766648011966026,0.0015178114699665498,1.1204643100500107,1.3053524792194366,1.0,0.0,cuda
34800,S21,paper1_deep_hgrl_ugv_assisted,0.0031543441582471132,0.0011442997201811522,0.004968832868598838,0.022593019675852366,1.212193176150322,1.3532671183347702,1.0,0.0,cuda
34900,S48,paper1_deep_hgrl_ugv_assisted,0.005129716824740171,0.00027701424551196396,0.01092415065531327,0.006316497921943665,1.1752907037734985,1.4593431949615479,1.0,0.0,cuda
35000,S96,paper1_deep_hgrl_ugv_assisted,0.0016530303983017802,0.0001306585752445244,0.003459320611000294,0.00343224334937986,1.1946104615926743,1.4369239956140518,1.0,0.0,cuda
35100,S42,paper1_deep_hgrl_ugv_assisted,0.011073702946305275,0.0076896137713902135,0.008979112939414335,0.06565109748515595,1.401721328496933,1.543182522058487,1.0,0.0,cuda
35200,S33,paper1_deep_hgrl_ugv_assisted,0.0012542075710371137,0.0,0.0027871281090483535,8.41791693250275e-18,1.2681915909051895,1.4177878499031067,1.0,0.0,cuda
35300,S41,paper1_deep_hgrl_ugv_assisted,0.004748230800032616,0.0,0.010551625577136292,4.6732322557234785e-15,1.1456653028726578,1.420890673995018,1.0,0.0,cuda
35400,S24,paper1_deep_hgrl_ugv_assisted,0.0033397802617400885,7.450580152834618e-09,0.00742172724858392,4.3017548989612105e-07,1.1856894046068192,1.3941348195075989,1.0,0.0,cuda
35500,S57,paper1_deep_hgrl_ugv_assisted,0.002196880057454109,3.725288166833707e-08,0.004881919690577163,2.10221924135151e-06,1.1345810890197754,1.3630842566490173,1.0,0.0,cuda
35600,S27,paper1_deep_hgrl_ugv_assisted,0.006564949173480272,0.0,0.014588774861095999,2.28066891812243e-14,1.1922951340675354,1.4400544315576553,1.0,0.0,cuda
35700,S22,paper1_deep_hgrl_ugv_assisted,0.003602191573008895,2.0958903405698948e-05,0.007973768515512347,0.0006963010752343908,1.2042591571807861,1.3084384053945541,1.0,0.0,cuda
35800,S47,paper1_deep_hgrl_ugv_assisted,0.005909622646868229,2.9802308176840597e-08,0.013132463849615306,1.6197584500332596e-06,1.2245245724916458,1.4729937613010406,1.0,0.0,cuda
35900,S22,paper1_deep_hgrl_ugv_assisted,0.0008609429933130741,5.095781489217188e-06,0.0019062885312450817,0.00019825518190805458,1.2042591571807861,1.3084384053945541,1.0,0.0,cuda
36000,S63,paper1_deep_hgrl_ugv_assisted,0.0020125003065913916,1.0803324790309432e-07,0.004472104819797096,5.479648717943153e-06,1.3387739807367325,1.5245229005813599,1.0,0.0,cuda
36100,S16,paper1_deep_hgrl_ugv_assisted,0.000797363871242851,3.725290076417309e-09,0.0017719182560540503,3.033993787051298e-07,1.2745316475629807,1.4113594591617584,1.0,0.0,cuda
36200,S96,paper1_deep_hgrl_ugv_assisted,0.000833782134577632,7.081323047941623e-06,0.0018435210886309505,0.0002883691086026374,1.1946104615926743,1.4369239956140518,1.0,0.0,cuda
36300,S33,paper1_deep_hgrl_ugv_assisted,0.0007377922302111983,0.0,0.0016395383017879794,1.2143798329253558e-18,1.2681915909051895,1.4177878499031067,1.0,0.0,cuda
36400,S23,paper1_deep_hgrl_ugv_assisted,0.0017551539931446314,0.00010188785563514102,0.003740939479030203,0.0030156618466092716,1.3599309027194977,1.46723572909832,1.0,0.0,cuda
36500,S47,paper1_deep_hgrl_ugv_assisted,0.0046834140084683895,0.0,0.010407587687950581,3.980184715146606e-08,1.2245245724916458,1.4729937613010406,1.0,0.0,cuda
36600,S26,paper1_deep_hgrl_ugv_assisted,0.0009599307086318731,0.0,0.0021331793087995266,4.055173209562682e-11,1.2664661705493927,1.46210016310215,1.0,0.0,cuda
36700,S80,paper1_deep_hgrl_ugv_assisted,0.005672911182045937,9.201331749864039e-07,0.012605360978341196,4.216219362973561e-05,1.0935153663158417,1.3009029924869537,1.0,0.0,cuda
36800,S99,paper1_deep_hgrl_ugv_assisted,0.00935895461589098,0.0,0.020797676748770755,6.894984136779379e-18,1.0898604542016983,1.3813195303082466,1.0,0.0,cuda
36900,S74,paper1_deep_hgrl_ugv_assisted,0.0025492531713098288,0.0,0.0056650072256161366,2.638161311044932e-10,1.295516014099121,1.5516330897808075,1.0,0.0,cuda
37000,S94,paper1_deep_hgrl_ugv_assisted,0.0073948511853814125,5.923177184286033e-07,0.016432331794931088,2.9022805698180124e-05,1.1771770417690277,1.3994089215993881,1.0,0.0,cuda
37100,S89,paper1_deep_hgrl_ugv_assisted,0.002006575930863619,0.0,0.004459059833607171,8.410449514855135e-08,1.195060059428215,1.3537067621946335,1.0,0.0,cuda
37200,S82,paper1_deep_hgrl_ugv_assisted,0.0013227469753473997,3.725290076417309e-09,0.0029394335516599313,1.7653108841387267e-07,1.1923714652657509,1.4555232152342796,1.0,0.0,cuda
37300,S67,paper1_deep_hgrl_ugv_assisted,0.0030041271820664406,0.0,0.006675838860246586,4.1724099730799935e-09,1.2217330932617188,1.4598634093999863,1.0,0.0,cuda
37400,S99,paper1_deep_hgrl_ugv_assisted,0.008024018257856369,0.0,0.01783115290902515,5.02221868736336e-19,1.0898604542016983,1.3813195303082466,1.0,0.0,cuda
37500,S77,paper1_deep_hgrl_ugv_assisted,0.005669084843248129,0.0004269489369335133,0.011852998286485672,0.009171311037046433,1.120913714170456,1.3314435482025146,1.0,0.0,cuda
37600,S95,paper1_deep_hgrl_ugv_assisted,0.0008296550950035453,2.622495681947612e-06,0.001840258546081941,0.00010836876206092583,1.2698545157909393,1.4755434393882751,1.0,0.0,cuda
37700,S28,paper1_deep_hgrl_ugv_assisted,0.0019645108841359615,0.0001272239460303748,0.0041562787178008875,0.00330384773833714,1.4625257551670074,1.5687993466854095,1.0,0.0,cuda
37800,S3,paper1_deep_hgrl_ugv_assisted,0.001981171313673258,0.00011413168976970312,0.004215950044454075,0.003013775315461555,1.3830083012580872,1.4962488561868668,1.0,0.0,cuda
37900,S94,paper1_deep_hgrl_ugv_assisted,0.007184239104390144,3.688026311010617e-07,0.015964571910444647,1.8634263662775815e-05,1.1771770417690277,1.3994089215993881,1.0,0.0,cuda
38000,S72,paper1_deep_hgrl_ugv_assisted,0.006077437195926905,7.323062618525e-06,0.013495241882992559,0.0002744350413563801,1.328182116150856,1.5707214325666428,1.0,0.0,cuda
38100,S96,paper1_deep_hgrl_ugv_assisted,0.001802206039428711,8.99199207538004e-06,0.003992687120899063,0.0003495129058137536,1.1946104615926743,1.4369239956140518,1.0,0.0,cuda
38200,S55,paper1_deep_hgrl_ugv_assisted,0.0026459679938852787,1.8849400476028677e-06,0.005877538186609854,8.091945868837769e-05,1.222463697195053,1.4871380925178528,1.0,0.0,cuda
38300,S54,paper1_deep_hgrl_ugv_assisted,0.0013796529965475202,0.0,0.0030658955620310735,8.965810479078134e-10,1.2873181104660034,1.50365249812603,1.0,0.0,cuda
38400,S16,paper1_deep_hgrl_ugv_assisted,0.001497313380241394,0.0,0.0033273631606789422,4.501681247060026e-12,1.2745316475629807,1.4113594591617584,1.0,0.0,cuda
38500,S39,paper1_deep_hgrl_ugv_assisted,0.0015083900652825832,0.0,0.0033519781991344644,4.700957820730152e-14,1.3151856660842896,1.5644425302743912,1.0,0.0,cuda
38600,S23,paper1_deep_hgrl_ugv_assisted,0.0016425526700913906,4.265322104402003e-06,0.0036447273261330793,0.00018398647904591288,1.3599309027194977,1.46723572909832,1.0,0.0,cuda
38700,S48,paper1_deep_hgrl_ugv_assisted,0.004965256433933973,5.618643990601413e-05,0.010945577974780463,0.0016439954051747918,1.1752907037734985,1.4593431949615479,1.0,0.0,cuda
38800,S97,paper1_deep_hgrl_ugv_assisted,0.003516118973493576,6.295676939771511e-07,0.007812866650056094,3.0044641598618752e-05,1.136467069387436,1.2854808121919632,1.0,0.0,cuda
38900,S49,paper1_deep_hgrl_ugv_assisted,0.0037862483877688646,0.0,0.008413885363552254,2.514491650066391e-12,1.249408558011055,1.4984077960252762,1.0,0.0,cuda
39000,S48,paper1_deep_hgrl_ugv_assisted,0.0032539614476263523,0.0004690561618190259,0.0064038264645205345,0.0096816560253501,1.1752907037734985,1.4593431949615479,1.0,0.0,cuda
39100,S78,paper1_deep_hgrl_ugv_assisted,0.002473384141921997,2.1345183540688595e-06,0.005493676389960456,9.045768092619297e-05,1.182870328426361,1.4243009388446808,1.0,0.0,cuda
39200,S41,paper1_deep_hgrl_ugv_assisted,0.003680046182125807,0.0,0.008177880826224282,5.358612992139628e-13,1.1456653028726578,1.420890673995018,1.0,0.0,cuda
39300,S75,paper1_deep_hgrl_ugv_assisted,0.0023561776615679264,3.3041578717529774e-06,0.005231592532254581,0.00013430690337123963,1.1180044263601303,1.326276570558548,1.0,0.0,cuda
39400,S24,paper1_deep_hgrl_ugv_assisted,0.0027947924099862576,7.4505797087454084e-09,0.006210643594386056,4.6441243561901094e-07,1.1856894046068192,1.3941348195075989,1.0,0.0,cuda
39500,S63,paper1_deep_hgrl_ugv_assisted,0.0016219581011682749,1.575759023708656e-06,0.003602371536544524,6.847985648832794e-05,1.3387739807367325,1.5245229005813599,1.0,0.0,cuda
39600,S27,paper1_deep_hgrl_ugv_assisted,0.006371511146426201,0.0,0.014158913792869043,4.2105929085943236e-16,1.1922951340675354,1.4400544315576553,1.0,0.0,cuda
39700,S75,paper1_deep_hgrl_ugv_assisted,0.002339543541893363,4.481202722672606e-06,0.005192955585698655,0.00017677059429033193,1.1180044263601303,1.326276570558548,1.0,0.0,cuda
39800,S74,paper1_deep_hgrl_ugv_assisted,0.003392902435734868,0.0,0.007539783153333701,2.8816426580011894e-09,1.295516014099121,1.5516330897808075,1.0,0.0,cuda
39900,S42,paper1_deep_hgrl_ugv_assisted,0.009144576266407967,0.004523111145317671,0.011382618125026056,0.0500712186242662,1.401721328496933,1.543182522058487,1.0,0.0,cuda
40000,S62,paper1_deep_hgrl_ugv_assisted,0.004224525764584541,0.0001862884352483718,0.00907525562547562,0.004562751878893323,1.1867095530033112,1.364444077014923,1.0,0.0,cuda
